名稱zh,名稱en,國籍zh,國籍en,能力,潛力,偏好位置總數,偏好位置1,偏好位置2,偏好位置3,年齡,Hits,球隊zh,球隊en,租借球隊zh,租借球隊en
Paulo Mesqueira,Paulo Mesqueira,巴西,Brazil,69,69,3,CM,RB,LB,32,0,法林明高,Flamengo,,
Jonaldo Monteiro,Jonaldo Monteiro,巴西,Brazil,69,69,3,LB,LWB,LM,20,1,查比高恩斯,Chapecoense,,
Kaíque Mutto,Kaíque Mutto,巴西,Brazil,69,69,1,GK,,,28,0,明尼路,Atlético Mineiro,,
Rômulão Selva,Rômulão Selva,巴西,Brazil,69,69,2,ST,CF,,28,2,保地花高,Botafogo,,
Antonaldo Laforte,Antonaldo Laforte,巴西,Brazil,69,69,2,CAM,CM,,28,0,富明尼斯,Fluminense,,
Alson Botelho,Alson Botelho,巴西,Brazil,69,69,1,CDM,,,20,1,明尼路,Atlético Mineiro,,
Paulo Fajarda,Paulo Fajarda,巴西,Brazil,69,69,1,CB,,,28,0,高士路,Cruzeiro,,
Jaimosa Cavaco,Jaimosa Cavaco,巴西,Brazil,69,69,1,RB,,,20,0,戈亞斯,Goiás,,
Carvamelinho,Carvamelinho,巴西,Brazil,69,69,1,RB,,,24,0,甘美奧,Grêmio,,
Renatao Baumer,Renatao Baumer,巴西,Brazil,69,69,1,LB,,,24,0,戈亞斯,Goiás,,
Luciano Cacheira,Luciano Cacheira,巴西,Brazil,69,69,1,GK,,,24,0,福塔雷薩,Fortaleza,,
Kastriot Dermaku,Kastriot Dermaku,阿爾巴尼亞,Albania,69,71,1,CB,,,28,0,帕爾馬,Parma,,
Jordi Calavera,Jordi Calavera,西班牙,Spain,69,75,2,RB,RWB,,24,0,傑羅納,Girona FC,伊巴,On loan from: SD Eibar
Joshua Mees,Joshua Mees,德國,Germany,69,75,2,LW,LM,,24,0,柏林聯,1. FC Union Berlin,,
Cristian Dájome,Cristian Dájome,哥倫比亞,Colombia,69,70,3,LM,RM,RW,26,0,溫哥華白帽,Vancouver Whitecaps FC,,
Gerard Valentín,Gerard Valentín,西班牙,Spain,69,70,3,RM,RB,RWB,26,0,盧高,CD Lugo,拉科魯尼亞,On loan from: RC Deportivo
Gabriel Suazo,Gabriel Suazo,智利,Chile,69,77,3,CM,LM,LB,22,0,高路高路,Colo-Colo,,
Jules Van Cleemput,Jules Van Cleemput,比利時,Belgium,69,76,1,RB,,,23,0,梅赫倫,KV Mechelen,,
Felipe Carvalho,Felipe Carvalho,烏拉圭,Uruguay,69,73,1,CB,,,26,0,華拉倫加,Vålerenga Fotball,,
Jaquité,Jaquité,幾內亞比索,Guinea Bissau,69,77,1,CDM,,,24,0,唐迪拉,CD Tondela,,
Marco Baixinho,Marco Baixinho,葡萄牙,Portugal,69,69,2,CB,CDM,,30,0,費利拿,FC Paços de Ferreira,,
Costinha,Costinha,葡萄牙,Portugal,69,70,3,CM,CAM,RW,27,0,辛達卡拉,Santa Clara,,
Lorenzo Dickmann,Lorenzo Dickmann,意大利,Italy,69,78,2,RB,RM,,23,0,基爾禾,Chievo Verona,史帕爾,On loan from: SPAL
Pablo Rojas,Pablo Rojas,哥倫比亞,Colombia,69,69,2,LM,RM,,28,1,卡達斯,Once Caldas,,
Kévin Hoggas,Kévin Hoggas,法國,France,69,69,2,CM,CAM,,28,0,色格拉布魯日,KSV Cercle Brugge,,
Vasile Mogoș,Vasile Mogoș,羅馬尼亞,Romania,69,69,2,RM,RB,,27,1,克雷莫拿,Cremona,,
Youssef El Jebli,Youssef El Jebli,荷蘭,Netherlands,69,70,2,CAM,LM,,27,0,阿爾費薩里,Al Faisaly,,
Bryan Smeets,Bryan Smeets,荷蘭,Netherlands,69,70,2,CM,CAM,,27,0,鹿特丹斯巴達,Sparta Rotterdam,,
Mohammed Osman,Mohammed Osman,敘利亞,Syria,69,72,2,CM,CDM,,26,0,荷華高斯,Heracles Almelo,,
Christian Tabó,Christian Tabó,烏拉圭,Uruguay,69,70,2,RM,ST,,26,0,普埃布拉,Puebla,,
Matías Campos,Matías Campos,智利,Chile,69,70,1,ST,,,26,0,柏利斯天奴,CD Palestino,,
Jhon Pérez,Jhon Pérez,哥倫比亞,Colombia,69,69,2,CAM,LM,,31,0,布卡拉曼加體育會,Atlético Bucaramanga,,
Bailey Peacock-Farrell,Bailey Peacock-Farrell,北愛爾蘭,Northern Ireland,69,77,1,GK,,,23,0,般尼,Burnley,,
Mattias Svanberg,Mattias Svanberg,瑞典,Sweden,69,83,2,CM,RM,,21,1,博洛尼亞,Bologna,,
Stanislav Iljutcenko,Stanislav Iljutcenko,俄羅斯,Russia,69,69,1,ST,,,29,0,浦項製鐵,Pohang Steelers,,
Jeando Fuchs,Jeando Fuchs,喀麥隆,Cameroon,69,77,2,CDM,CM,,22,0,艾拉維斯,D. Alavés,,
Zinédine Machach,Zinédine Machach,法國,France,69,75,3,CAM,CM,ST,24,0,科森察,Cosenza,拿玻里,On loan from: Napoli
Kevin,Kevin,西班牙,Spain,69,70,1,RB,,,27,0,切爾達,RC Celta,,
Dries Wouters,Dries Wouters,比利時,Belgium,69,76,2,CDM,CM,,23,0,亨克,KRC Genk,,
Patrick Joosten,Patrick Joosten,荷蘭,Netherlands,69,75,2,LW,ST,,24,0,鹿特丹斯巴達,Sparta Rotterdam,烏德勒支,On loan from: FC Utrecht
Gaëtan Hendrickx,Gaëtan Hendrickx,比利時,Belgium,69,74,2,CDM,CM,,25,0,查內爾,Sporting Charleroi,,
Julien Laporte,Julien Laporte,法國,France,69,73,1,CB,,,26,1,羅連安特,FC Lorient,,
Marvin Wanitzek,Marvin Wanitzek,德國,Germany,69,70,3,CM,CDM,CAM,27,0,卡爾斯魯厄,Karlsruher SC,,
Siphelele Ntshangase,Siphelele Ntshangase,南非,South Africa,69,71,3,CAM,CM,RW,27,0,卡薩酋長,Kaizer Chiefs,,
Daniel Cardoso,Daniel Cardoso,南非,South Africa,69,69,3,CB,LB,RB,31,1,卡薩酋長,Kaizer Chiefs,,
Ayman Ashraf,Ayman Ashraf,埃及,Egypt,69,70,2,CB,LB,,29,1,自由身球員,Free Agents,,
Cameron Carter-Vickers,Cameron Carter-Vickers,美國,United States,69,81,1,CB,,,22,0,盧頓,Luton Town,熱刺,On loan from: Tottenham Hotspur
Arquímedes Figuera,Arquímedes Figuera,委內瑞拉,Venezuela,69,69,2,CDM,CM,,30,1,自由身球員,Free Agents,,
Ronan Curtis,Ronan Curtis,愛爾蘭,Republic of Ireland,69,75,3,LM,LW,ST,24,0,樸茨茅夫,Portsmouth,,
Chi Zhongguo,Chi Zhongguo,中華人民共和國,China PR,69,69,2,CM,CDM,,30,0,北京中赫國安足球俱樂部,Beijing Sinobo Guoan FC,,
Liam Walsh,Liam Walsh,英格蘭,England,69,78,2,CM,CDM,,22,0,高雲地利,Coventry City,布里斯托城,On loan from: Bristol City
Señé,Señé,西班牙,Spain,69,69,3,CAM,CM,LM,28,0,馬略卡,RCD Mallorca,,
Calvin Verdonk,Calvin Verdonk,荷蘭,Netherlands,69,74,1,LB,,,23,0,川迪,FC Twente,飛燕諾,On loan from: Feyenoord
Lamin Jallow,Lamin Jallow,甘比亞,Gambia,69,74,3,ST,RW,LW,25,0,薩雷諾,Salerno,,
Favio Álvarez,Favio Álvarez,阿根廷,Argentina,69,70,3,CAM,CM,LM,27,0,普馬斯,U.N.A.M.,圖庫曼體育會,On loan from: Atlético Tucumán
Joel Andersson,Joel Andersson,瑞典,Sweden,69,76,2,RB,LB,,23,1,米迪蘭特,FC Midtjylland,,
Diego Viera,Diego Viera,巴拉圭,Paraguay,69,70,1,CB,,,29,0,利伯泰迪,Club Libertad,,
Ramón Arias,Ramón Arias,烏拉圭,Uruguay,69,70,2,CB,RB,,27,1,聖羅倫素,San Lorenzo de Almagro,,
Cristian Arrieta,Cristian Arrieta,哥倫比亞,Colombia,69,75,1,RB,,,24,0,阿美利加,América de Cali,,
Nicolai Rapp,Nicolai Rapp,德國,Germany,69,79,1,CB,,,23,0,達斯泰特,SV Darmstadt 98,柏林聯,On loan from: 1. FC Union Berlin
Martin Fraisl,Martin Fraisl,奧地利,Austria,69,72,1,GK,,,27,0,辛特侯遜,SV Sandhausen,,
David Gómez,David Gómez,哥倫比亞,Colombia,69,69,3,RB,LB,LM,32,0,卡達斯,Once Caldas,,
Sigurd Rosted,Sigurd Rosted,挪威,Norway,69,73,1,CB,,,25,0,邦比,Brøndby IF,,
Bruno Santos,Bruno Santos,巴西,Brazil,69,69,1,RB,,,27,0,費利拿,FC Paços de Ferreira,,
Park Yong Woo,Park Yong Woo,大韓民國,Korea Republic,69,72,2,CM,CDM,,26,0,尚州尚武足球會,Sangju Sangmu FC,蔚山現代,On loan from: Ulsan Hyundai Horang-i
Ricardo Valente,Ricardo Valente,葡萄牙,Portugal,69,69,2,LW,RW,,29,0,唐迪拉,CD Tondela,,
Sam Johnson,Sam Johnson,利比里亞,Liberia,69,70,1,ST,,,27,0,皇家鹽湖城,Real Salt Lake,,
Antonio Milić,Antonio Milić,克羅地亞,Croatia,69,73,2,CB,LB,,26,1,華歷簡奴,Rayo Vallecano,安德列治,On loan from: RSC Anderlecht
Karol Mets,Karol Mets,愛沙尼亞,Estonia,69,71,1,CB,,,27,0,AIK蘇納,AIK,,
Sergio Santos,Sergio Santos,巴西,Brazil,69,74,2,ST,LW,,25,1,費城聯,Philadelphia Union,,
Gabriel Ávalos,Gabriel Ávalos,巴拉圭,Paraguay,69,69,3,ST,RM,LM,29,1,帕托拿圖,Patronato,,
Jannik Dehm,Jannik Dehm,德國,Germany,69,75,1,RB,,,24,0,基爾,Holstein Kiel,,
Javi Muñoz,Javi Muñoz,西班牙,Spain,69,74,3,CM,CAM,ST,25,0,特內里費,CD Tenerife,艾拉維斯,On loan from: D. Alavés
Jon Gorenc Stanković,Jon Gorenc Stanković,斯洛文尼亞,Slovenia,69,75,2,CB,CDM,,24,0,哈德斯菲爾德,Huddersfield Town,,
Chey Dunkley,Chey Dunkley,英格蘭,England,69,71,1,CB,,,28,1,韋根,Wigan Athletic,,
Cedric Teuchert,Cedric Teuchert,德國,Germany,69,78,2,ST,RW,,23,0,漢諾威,Hannover 96,史浩克04,On loan from: FC Schalke 04
Agustín Fontana,Agustín Fontana,阿根廷,Argentina,69,77,1,ST,,,24,0,班菲特,Club Atlético Banfield,,
Glenn Bijl,Glenn Bijl,荷蘭,Netherlands,69,73,3,RB,CM,CDM,24,0,安曼,FC Emmen,,
Saša Živec,Saša Živec,斯洛文尼亞,Slovenia,69,69,2,RM,LM,,29,0,盧賓扎格列比,Zagłębie Lubin,,
Mario Pineida,Mario Pineida,厄瓜多爾,Ecuador,69,70,2,LB,RB,,27,0,Barcelona Guayaquil,Barcelona Guayaquil,,
Damjan Bohar,Damjan Bohar,斯洛文尼亞,Slovenia,69,69,1,LM,,,28,0,盧賓扎格列比,Zagłębie Lubin,,
Carlos Embaló,Carlos Embaló,幾內亞比索,Guinea Bissau,69,73,3,CAM,RW,ST,25,0,奧伊彭,KAS Eupen,,
Branco Ampuero,Branco Ampuero,智利,Chile,69,74,1,CB,,,26,1,安圖法加斯達,CD Antofagasta,,
Ben Thompson,Ben Thompson,英格蘭,England,69,76,3,CM,CAM,CF,24,0,米禾爾,Millwall,,
Kike Barja,Kike Barja,西班牙,Spain,69,76,2,LM,RM,,23,0,奧沙辛拿,CA Osasuna,,
Tony Mauricio,Tony Mauricio,法國,France,69,70,2,RM,CAM,,26,0,朗斯,Racing Club de Lens,,
Ramahlwe Mphahlele,Ramahlwe Mphahlele,南非,South Africa,69,69,3,RB,CB,RWB,30,0,卡薩酋長,Kaizer Chiefs,,
Ivan Provedel,Ivan Provedel,意大利,Italy,69,73,1,GK,,,26,0,祖華史塔比亞,Castellammare di Stabia,安玻里,On loan from: Empoli
Gianluca Gaudino,Gianluca Gaudino,德國,Germany,69,78,2,CM,CDM,,23,1,年青人,BSC Young Boys,,
Guilherme Sityá,Guilherme Sityá,巴西,Brazil,69,69,2,LB,LM,,30,0,高耶,Konyaspor,,
Kevin Diks,Kevin Diks,荷蘭,Netherlands,69,76,1,RB,,,23,0,阿曉斯,Aarhus AGF,費倫天拿,On loan from: Fiorentina
Wang Shenchao,Wang Shenchao,中華人民共和國,China PR,69,69,3,RB,RWB,CB,31,0,上海上港集團足球俱樂部,Shanghai SIPG FC,,
Jessy Benet,Jessy Benet,法國,France,69,74,2,CAM,CM,,25,0,格勒諾布爾 38,Grenoble Foot 38,,
Eamonn Brophy,Eamonn Brophy,蘇格蘭,Scotland,69,74,1,ST,,,24,0,基爾馬諾克,Kilmarnock,,
Adam Buksa,Adam Buksa,波蘭,Poland,69,75,1,ST,,,23,0,新英倫革命,New England Revolution,,
Philipe Sampaio,Philipe Sampaio,巴西,Brazil,69,73,1,CB,,,25,0,唐迪拉,CD Tondela,,
Andrés Vilches,Andrés Vilches,智利,Chile,69,69,2,ST,LW,,28,0,卡拉雷聯,Unión La Calera,,
Guzmán Pereira,Guzmán Pereira,烏拉圭,Uruguay,69,69,2,CM,CDM,,29,0,彭拿路,Club Atlético Peñarol,,
Carlos Henao,Carlos Henao,哥倫比亞,Colombia,69,69,1,CB,,,31,0,阿古拿斯,Rionegro Águilas,,
Luís Aurélio,Luís Aurélio,葡萄牙,Portugal,69,69,2,CM,CDM,,31,0,克盧日,CFR Cluj,,
Néstor Breitenbruch,Néstor Breitenbruch,阿根廷,Argentina,69,74,2,RB,CB,,24,0,防衛者,Defensa y Justicia,堤格雷斯,On loan from: Tigres U.A.N.L.
Kylian Hazard,Kylian Hazard,比利時,Belgium,69,73,2,LW,RW,,24,0,色格拉布魯日,KSV Cercle Brugge,,
Yacine Bammou,Yacine Bammou,摩洛哥,Morocco,69,69,3,RM,ST,LM,28,0,阿蘭亞士邦,Alanyaspor,卡昂,On loan from: Stade Malherbe Caen
Carlos Rodríguez,Carlos Rodríguez,哥倫比亞,Colombia,69,72,1,CAM,,,26,0,伊基達,La Equidad,,
Sheraldo Becker,Sheraldo Becker,荷蘭,Netherlands,69,72,1,RW,,,25,0,柏林聯,1. FC Union Berlin,,
Craig MacGillivray,Craig MacGillivray,蘇格蘭,Scotland,69,73,1,GK,,,27,0,樸茨茅夫,Portsmouth,,
Fabian Bredlow,Fabian Bredlow,德國,Germany,69,74,1,GK,,,25,0,史特加,VfB Stuttgart,,
Maxime Spano-Rahou,Maxime Spano-Rahou,阿爾及利亞,Algeria,69,74,1,CB,,,25,0,華倫西恩斯,Valenciennes FC,,
Junior Sambia,Junior Sambia,法國,France,69,77,2,CM,RB,,23,0,蒙彼利埃,Montpellier Hérault SC,,
Serginho,Serginho,巴西,Brazil,69,69,2,LW,ST,,35,0,威斯特曼,Club Deportivo Jorge Wilstermann,,
Lee Gregory,Lee Gregory,英格蘭,England,69,69,1,ST,,,31,0,史篤城,Stoke City,,
Benedikt Zech,Benedikt Zech,奧地利,Austria,69,69,1,CB,,,29,0,沙斯辛,Pogoń Szczecin,,
Mario Engels,Mario Engels,德國,Germany,69,70,2,LM,RM,,26,0,辛特侯遜,SV Sandhausen,,
Marko Petković,Marko Petković,塞爾維亞,Serbia,69,70,1,RB,,,27,0,唐迪拉,CD Tondela,,
Wilfrid Kaptoum,Wilfrid Kaptoum,喀麥隆,Cameroon,69,76,2,CM,CDM,,23,0,艾美利亞,UD Almería,貝迪斯,On loan from: Real Betis
Afonso Figueiredo,Afonso Figueiredo,葡萄牙,Portugal,69,70,1,LB,,,27,0,艾維斯,Desportivo das Aves,,
Dimitri Oberlin,Dimitri Oberlin,瑞士,Switzerland,69,76,3,ST,RM,LM,22,0,華雷根,SV Zulte Waregem,巴素利 1893,On loan from: FC Basel 1893
Caner Osmanpaşa,Caner Osmanpaşa,土耳其,Turkey,69,69,1,CB,,,32,0,施華斯堡,Sivasspor,,
Eren Tozlu,Eren Tozlu,土耳其,Turkey,69,69,3,ST,LM,CAM,29,0,馬拉提斯堡,Yeni Malatyaspor,,
Fernando Pellegrino,Fernando Pellegrino,阿根廷,Argentina,69,69,1,GK,,,34,0,颶風隊,Club Atlético Huracán,防衛者,On loan from: Defensa y Justicia
Leonardo Morosini,Leonardo Morosini,意大利,Italy,69,75,3,CAM,CF,ST,24,0,阿斯科利,Ascoli,布雷西亞,On loan from: Brescia
Yoichiro Kakitani,Yoichiro Kakitani,日本,Japan,69,69,3,LM,ST,CF,30,0,大阪櫻花,Cerezo Osaka,,
Manabu Saito,Manabu Saito,日本,Japan,69,69,2,LM,RM,,30,0,川崎前鋒,Kawasaki Frontale,,
Erhun Oztumer,Erhun Oztumer,英格蘭,England,69,69,1,CAM,,,29,0,查爾頓,Charlton Athletic,,
Thomas Touré,Thomas Touré,象牙海岸,Ivory Coast,69,70,3,LM,ST,RM,26,0,索察,FC Sochaux-Montbéliard,昂熱,On loan from: Angers SCO
Auro,Auro,巴西,Brazil,69,73,3,RB,RM,LB,24,0,FC多倫多,Toronto FC,,
Bashkim Ajdini,Bashkim Ajdini,德國,Germany,69,70,2,RB,RM,,27,0,奧斯納布魯克,VfL Osnabrück,,
Tobias Pachonik,Tobias Pachonik,德國,Germany,69,74,1,RB,,,25,1,芬洛,VVV-Venlo,,
Leandro Pereira,Leandro Pereira,巴西,Brazil,69,69,1,ST,,,28,0,廣島三箭,Sanfrecce Hiroshima,松本山雅,On loan from: Matsumoto Yamaga F.C.
Héctor Fertoli,Héctor Fertoli,阿根廷,Argentina,69,72,3,LM,RM,RW,25,0,競賽會,Racing Club,,
Justen Glad,Justen Glad,美國,United States,69,76,1,CB,,,23,1,皇家鹽湖城,Real Salt Lake,,
Rolando Aarons,Rolando Aarons,英格蘭,England,69,73,2,LW,LM,,24,3,馬瑟韋爾,Motherwell,紐卡素,On loan from: Newcastle United
Yerko Leiva,Yerko Leiva,智利,Chile,69,79,3,RM,CM,CAM,22,1,尼卡沙,Club Necaxa,,
Fabián Viáfara,Fabián Viáfara,哥倫比亞,Colombia,69,69,1,RB,,,28,0,青年體育會,Junior FC,帕斯度,On loan from: Deportivo Pasto
Jo Sung Jin,Jo Sung Jin,大韓民國,Korea Republic,69,70,1,CB,,,29,1,水原三星,Suwon Samsung Bluewings,,
Bryan Carvallo,Bryan Carvallo,智利,Chile,69,76,2,CAM,LM,,23,0,康塞普森大學,CD Universidad de Concepción,尼卡沙,On loan from: Club Necaxa
Cristian Buonaiuto,Cristian Buonaiuto,意大利,Italy,69,69,3,CF,CAM,CM,27,0,佩魯賈,Perugia,,
Liu Binbin,Liu Binbin,中華人民共和國,China PR,69,69,2,LM,RM,,27,0,山東魯能泰山足球俱樂部,Shandong Luneng TaiShan FC,,
No Dong Geon,No Dong Geon,大韓民國,Korea Republic,69,72,1,GK,,,28,0,水原三星,Suwon Samsung Bluewings,,
Sivert Heltne Nilsen,Sivert Heltne Nilsen,挪威,Norway,69,69,2,CDM,CM,,28,0,艾夫斯堡,IF Elfsborg,,
Ryan Hollingshead,Ryan Hollingshead,美國,United States,69,69,3,LB,RB,RM,29,0,FC達拉斯,FC Dallas,,
Alemão,Alemão,巴西,Brazil,69,70,1,CB,,,29,0,艾哈斯姆,Al Hazem,,
Théo Pellenard,Théo Pellenard,法國,France,69,72,1,LB,,,26,0,昂熱,Angers SCO,,
Dani Romera,Dani Romera,西班牙,Spain,69,76,1,ST,,,24,0,艾高干,AD Alcorcón,卡迪斯,On loan from: Cádiz CF
Ahmed El Messaoudi,Ahmed El Messaoudi,摩洛哥,Morocco,69,74,2,CM,CDM,,24,1,格羅寧根,FC Groningen,,
Larry Vásquez,Larry Vásquez,哥倫比亞,Colombia,69,69,2,CDM,CM,,28,0,青年體育會,Junior FC,堤格雷斯,On loan from: Tigres U.A.N.L.
Edgar Babayan,Edgar Babayan,亞美尼亞,Armenia,69,74,2,LM,ST,,24,0,霍布羅,Hobro IK,,
Luca Palmiero,Luca Palmiero,意大利,Italy,69,76,2,CM,CDM,,24,0,佩斯卡拉,Pescara,拿玻里,On loan from: Napoli
Lorenzo Venuti,Lorenzo Venuti,意大利,Italy,69,74,2,RB,LB,,25,0,費倫天拿,Fiorentina,,
Mula,Mula,西班牙,Spain,69,76,2,LM,RM,,23,1,艾高干,AD Alcorcón,馬拉加,On loan from: Málaga CF
Iván Rodríguez,Iván Rodríguez,西班牙,Spain,69,76,1,RB,,,24,1,邦弗拉甸拿,SD Ponferradina,馬拉加,On loan from: Málaga CF
Ofir Marciano,Ofir Marciano,以色列,Israel,69,69,1,GK,,,30,1,喜伯年,Hibernian,,
Bubacarr Sanneh,Bubacarr Sanneh,甘比亞,Gambia,69,74,1,CB,,,25,0,奧斯坦德,KV Oostende,安德列治,On loan from: RSC Anderlecht
Roman Bezjak,Roman Bezjak,斯洛文尼亞,Slovenia,69,69,3,ST,RM,LM,31,1,自由身球員,Free Agents,,
Iván Ledezma,Iván Ledezma,智利,Chile,69,75,2,CAM,CM,,24,0,奧達斯,Audax Italiano,,
Olivier Kemen,Olivier Kemen,法國,France,69,77,2,CDM,CM,,23,0,尼奧特,Chamois Niortais Football Club,,
Modou Diagne,Modou Diagne,塞內加爾,Senegal,69,72,1,CB,,,26,0,查內爾,Sporting Charleroi,,
Marko Šćepović,Marko Šćepović,塞爾維亞,Serbia,69,69,1,ST,,,29,0,里澤,Çaykur Rizespor,,
Liam Henderson,Liam Henderson,蘇格蘭,Scotland,69,76,1,CM,,,24,0,安玻里,Empoli,維羅納,On loan from: Hellas Verona
Nils Körber,Nils Körber,德國,Germany,69,75,1,GK,,,23,0,奧斯納布魯克,VfL Osnabrück,哈化柏林,On loan from: Hertha BSC
Lebogang Manyama,Lebogang Manyama,南非,South Africa,69,69,3,CAM,LM,RM,29,0,卡薩酋長,Kaizer Chiefs,,
Aguza,Aguza,西班牙,Spain,69,72,2,CDM,CM,,27,0,艾美利亞,UD Almería,,
Dimitri Cavaré,Dimitri Cavaré,法國,France,69,74,1,RB,,,25,0,錫永,FC Sion,,
Claude Gonçalves,Claude Gonçalves,葡萄牙,Portugal,69,73,3,CDM,CM,RB,26,0,基維辛迪,Gil Vicente FC,,
Francesco Zampano,Francesco Zampano,意大利,Italy,69,70,2,RM,RB,,26,0,費辛隆尼,Frosinone,,
Andrea Barberis,Andrea Barberis,意大利,Italy,69,72,2,CDM,CM,,26,0,克羅托內,Crotone,,
Steven Fortes,Steven Fortes,維德角共和國,Cape Verde,69,71,1,CB,,,28,0,朗斯,Racing Club de Lens,,
Nehuén Paz,Nehuén Paz,阿根廷,Argentina,69,71,2,CB,LB,,28,0,萊切,Lecce,博洛尼亞,On loan from: Bologna
Edwin Velasco,Edwin Velasco,哥倫比亞,Colombia,69,69,1,LB,,,28,1,阿美利加,América de Cali,,
Josh Windass,Josh Windass,英格蘭,England,69,72,3,ST,CAM,LW,26,0,錫周三,Sheffield Wednesday,韋根,On loan from: Wigan Athletic
Ramiro Carrera,Ramiro Carrera,阿根廷,Argentina,69,69,2,RM,LM,,26,0,圖庫曼體育會,Atlético Tucumán,,
Mauricio Gómez,Mauricio Gómez,哥倫比亞,Colombia,69,70,1,LM,,,26,0,聖達菲,Independiente Santa Fe,,
Sylvain Gbohouo,Sylvain Gbohouo,象牙海岸,Ivory Coast,69,69,1,GK,,,31,1,自由身球員,Free Agents,,
Sascha Mockenhaupt,Sascha Mockenhaupt,德國,Germany,69,71,1,CB,,,28,0,韋恩,SV Wehen Wiesbaden,,
Amr El Solia,Amr El Solia,埃及,Egypt,69,69,2,CDM,CM,,31,0,自由身球員,Free Agents,,
Aaron Appindangoye,Aaron Appindangoye,加彭,Gabon,69,70,1,CB,,,28,0,施華斯堡,Sivasspor,,
Fidencio Oviedo,Fidencio Oviedo,巴拉圭,Paraguay,69,69,2,CDM,CM,,33,0,玻利維亞,Club Bolívar,,
Andrew Hjulsager,Andrew Hjulsager,丹麥,Denmark,69,71,3,RM,CAM,LM,25,1,奧斯坦德,KV Oostende,,
Javier Mendoza,Javier Mendoza,阿根廷,Argentina,69,69,2,LM,LW,,27,0,颶風隊,Club Atlético Huracán,,
Raphael Silva,Raphael Silva,巴西,Brazil,69,71,1,CB,,,28,0,阿爾費薩里,Al Faisaly,,
Yosuke Kashiwagi,Yosuke Kashiwagi,日本,Japan,69,69,3,CAM,CF,CM,32,0,浦和紅鑽,Urawa Red Diamonds,,
Mohamed El-Munir,Mohamed El-Munir,利比亞,Libya,69,69,2,LB,LM,,28,0,洛杉磯FC,LAFC,,
Alexander Kofler,Alexander Kofler,奧地利,Austria,69,69,1,GK,,,33,0,禾夫斯貝加,Wolfsberger AC,,
Darwin Cerén,Darwin Cerén,薩爾瓦多,El Salvador,69,69,2,CDM,CM,,30,0,侯斯頓戴拿模,Houston Dynamo,,
Enrique Triverio,Enrique Triverio,阿根廷,Argentina,69,69,1,ST,,,31,1,克雷塔羅,Gallos Blancos de Querétaro,托盧卡,On loan from: Deportivo Toluca
Gael Sandoval,Gael Sandoval,墨西哥,Mexico,69,75,2,LM,RM,,24,0,華雷斯,Fútbol Club Juárez,瓜達拉哈拉,On loan from: Guadalajara
Cedric Amissi,Cedric Amissi,蒲隆地,Burundi,69,69,2,CM,CDM,,30,0,塔亞文,Al Taawoun,,
Harold Cummings,Harold Cummings,巴拿馬,Panama,69,70,1,CB,,,28,0,艾斯賓路拿,Unión Española,,
Álvaro Peña,Álvaro Peña,西班牙,Spain,69,69,3,CAM,RW,CM,28,0,米蘭迪斯,CD Mirandés,阿爾巴塞特,On loan from: Albacete BP
Diego Bejarano,Diego Bejarano,玻利維亞,Bolivia,69,69,3,RB,RWB,RM,28,0,玻利維亞,Club Bolívar,,
Akapo,Akapo,赤道幾內亞,Equatorial Guinea,69,70,2,RB,LB,,27,0,卡迪斯,Cádiz CF,,
Tariqe Fosu,Tariqe Fosu,迦納,Ghana,69,74,2,LW,LM,,24,0,賓福特,Brentford,,
Hamza Sakhi,Hamza Sakhi,摩洛哥,Morocco,69,76,3,CAM,LM,RM,24,0,歐塞爾,AJ Auxerre,,
Jan Gyamerah,Jan Gyamerah,德國,Germany,69,75,2,RB,CB,,25,0,漢堡,Hamburger SV,,
Florian Ballas,Florian Ballas,德國,Germany,69,71,1,CB,,,27,0,特雷斯登,SG Dynamo Dresden,,
Raphael Framberger,Raphael Framberger,德國,Germany,69,75,2,RB,RWB,,24,0,奧格斯堡,FC Augsburg,,
Rémy Dugimont,Rémy Dugimont,法國,France,69,69,3,CAM,LM,ST,34,0,歐塞爾,AJ Auxerre,,
Mario Leitgeb,Mario Leitgeb,奧地利,Austria,69,69,2,CDM,CM,,32,0,禾夫斯貝加,Wolfsberger AC,,
Harry Cornick,Harry Cornick,英格蘭,England,69,74,2,ST,RW,,25,1,盧頓,Luton Town,,
Dardo Miloc,Dardo Miloc,阿根廷,Argentina,69,69,2,CM,CDM,,29,0,帕托拿圖,Patronato,,
Laurent Dos Santos,Laurent Dos Santos,法國,France,69,70,2,RWB,RB,,27,0,華倫西恩斯,Valenciennes FC,,
Marko Vešović,Marko Vešović,黑山共和國,Montenegro,69,69,2,RB,RM,,28,0,歷基亞,Legia Warszawa,,
Liam Lindsay,Liam Lindsay,蘇格蘭,Scotland,69,76,1,CB,,,24,0,史篤城,Stoke City,,
Cédric Brunner,Cédric Brunner,瑞士,Switzerland,69,71,2,RB,CB,,26,0,比勒費爾德,DSC Arminia Bielefeld,,
Abdallah Ndour,Abdallah Ndour,塞內加爾,Senegal,69,70,2,LB,LWB,,26,0,史特拉斯堡,RC Strasbourg Alsace,,
Gerardo Alcoba,Gerardo Alcoba,烏拉圭,Uruguay,69,69,1,CB,,,35,0,堤格雷,Club Atlético Tigre,,
Martín Cauteruccio,Martín Cauteruccio,烏拉圭,Uruguay,69,69,2,ST,RM,,33,1,學生隊,Estudiantes de La Plata,,
